,DENSITY,POP,City,State,abrev
13734,492.88249847,144,Wilkesville,Ohio,OH
18551,1085.2271192,505,Wilkeson,Washington,WA
12461,569.65555518,3498,Wilkesboro,North Carolina,NC
15575,5845.9039076,40806,Wilkes-Barre,Pennsylvania,PA
1947,1288.1631299,393,Wiley,Colorado,CO
11214,2367.7985307,3074,Wildwood Crest,New Jersey,NJ
7029,3631.8425727,270,Wildwood,Kentucky,KY
11213,3243.8471071,4998,Wildwood,New Jersey,NJ
10191,533.03274325,35517,Wildwood,Missouri,MO
2444,168.86943463,7024,Wildwood,Florida,FL
12823,476.69711102,139,Wildrose,North Dakota,ND
1669,1573.8134351,37280,Wildomar,California,CA
8941,74.774889888,59,Wilder,Minnesota,MN
7028,846.83562347,3070,Wilder,Kentucky,KY
3192,2535.8991947,1792,Wilder,Idaho,ID
19377,478.09553987,695,Wild Rose,Wisconsin,WI
10854,647.13634665,349,Wilcox,Nebraska,NE
14342,834.0558729,2589,Wilburton,Oklahoma,OK
10190,7149.0799781,474,Wilbur Park,Missouri,MO
18550,651.96209263,846,Wilbur,Washington,WA
10853,2080.7655903,1874,Wilber,Nebraska,NE
9262,427.44903007,4595,Wiggins,Mississippi,MS
1946,674.4492375,996,Wiggins,Colorado,CO
1187,11.070403315,46,Wiederkehr Village,Arkansas,AR
1186,475.25135899,245,Widener,Arkansas,AR
13733,2768.1516934,12758,Wickliffe,Ohio,OH
7027,581.44360536,664,Wickliffe,Kentucky,KY
17734,759.35536834,535,Wickett,Texas,TX
1185,316.91823387,736,Wickes,Arkansas,AR
694,303.13988847,7840,Wickenburg,Arizona,AZ
17733,1453.0283311,104576,Wichita Falls,Texas,TX
6613,2414.3566893,389255,Wichita,Kansas,KS
10335,582.5213982,625,Wibaux,Montana,MT
16538,491.04782384,1723,Whitwell,Tennessee,TN
1668,5875.1300983,86064,Whittier,California,CA
608,16.731197066,205,Whittier,Alaska,AK
5980,287.7543095,143,Whitten,Iowa,IA
8104,364.09769971,373,Whittemore,Michigan,MI
5979,1139.4307752,479,Whittemore,Iowa,IA
12460,242.62989759,628,Whitsett,North Carolina,NC
11914,864.24025471,901,Whitney Point,New York,NY
17732,1170.231808,2177,Whitney,Texas,TX
10852,468.85294154,74,Whitney,Nebraska,NE
15878,1186.2824603,1466,Whitmire,South Carolina,SC
19376,944.41854251,1709,Whiting,Wisconsin,WI
5039,2660.0356042,4782,Whiting,Indiana,IN
5978,725.71021954,728,Whiting,Iowa,IA
6612,183.75394383,185,Whiting,Kansas,KS
17731,917.35544623,1703,Whitewright,Texas,TX
16190,1513.9110251,965,Whitewood,South Dakota,SD
19375,1688.0654507,14929,Whitewater,Wisconsin,WI
5038,889.8817085,70,Whitewater,Indiana,IN
6611,1759.8764358,723,Whitewater,Kansas,KS
10189,569.12355503,122,Whitewater,Missouri,MO
12459,965.01895913,5340,Whiteville,North Carolina,NC
16537,1701.1695708,4485,Whiteville,Tennessee,TN
7026,1292.0705155,554,Whitesville,Kentucky,KY
18788,1435.7387177,441,Whitesville,West Virginia,WV
5037,614.69951736,8627,Whitestown,Indiana,IN
10188,844.52528304,79,Whiteside,Missouri,MO
2978,220.31400783,610,Whitesburg,Georgia,GA
7025,598.72361705,1875,Whitesburg,Kentucky,KY
11913,3460.3269089,3632,Whitesboro,New York,NY
17729,1221.847209,4078,Whitesboro,Texas,TX
19374,1408.4110586,740,Whitelaw,Wisconsin,WI
5036,960.67320226,4418,Whiteland,Indiana,IN
13732,1113.0707545,4796,Whitehouse,Ohio,OH
17727,1662.2995806,8799,Whitehouse,Texas,TX
15572,4103.2170463,13648,Whitehall,Pennsylvania,PA
19372,272.89898172,1571,Whitehall,Wisconsin,WI
11911,450.58163907,2538,Whitehall,New York,NY
8102,864.5418512,2776,Whitehall,Michigan,MI
13731,3600.8919666,19011,Whitehall,Ohio,OH
10333,1618.4153773,1141,Whitehall,Montana,MT
19371,6553.6853572,13866,Whitefish Bay,Wisconsin,WI
10332,1181.82776,7870,Whitefish,Montana,MT
14341,227.18723161,386,Whitefield,Oklahoma,OK
17726,701.82883268,413,Whiteface,Texas,TX
10334,939.12860872,934,White Sulphur Springs,Montana,MT
18787,1280.0914508,2398,White Sulphur Springs,West Virginia,WV
18275,343.47641549,336,White Stone,Virginia,VA
2443,419.36466992,767,White Springs,Florida,FL
17730,3552.964732,17896,White Settlement,Texas,TX
18549,1746.4257073,2619,White Salmon,Washington,WA
16189,1.909830511,3,White Rock,South Dakota,SD
16188,1100.1502813,573,White River,South Dakota,SD
2977,65.049754502,325,White Plains,Georgia,GA
7024,277.02379439,901,White Plains,Kentucky,KY
11912,5934.2408804,58111,White Plains,New York,NY
16536,854.57311322,2348,White Pine,Tennessee,TN
8103,1080.0735553,1522,White Pigeon,Michigan,MI
17728,698.37571869,6361,White Oak,Texas,TX
15574,1132.5367462,7499,White Oak,Pennsylvania,PA
607,111.79525183,204,White Mountain,Alaska,AK
12458,761.4375942,780,White Lake,North Carolina,NC
16187,925.73453861,375,White Lake,South Dakota,SD
19373,167.5727038,352,White Lake,Wisconsin,WI
16535,1112.9671387,12506,White House,Tennessee,TN
15573,904.11143172,1102,White Haven,Pennsylvania,PA
452,50.059149774,766,White Hall,Alabama,AL
1184,726.96475019,5070,White Hall,Arkansas,AR
18786,625.26975307,658,White Hall,West Virginia,WV
4453,910.43264503,2346,White Hall,Illinois,IL
12822,62.091291403,93,White Earth,North Dakota,ND
17725,561.00084378,976,White Deer,Texas,TX
6610,231.94429303,168,White Cloud,Kansas,KS
8101,722.10893118,1396,White Cloud,Michigan,MI
4452,189.72657525,230,White City,Illinois,IL
6609,458.10072848,569,White City,Kansas,KS
7341,2359.216012,1729,White Castle,Louisiana,LA
16534,594.14089074,3606,White Bluff,Tennessee,TN
3191,1452.0814019,94,White Bird,Idaho,ID
8940,3192.1208052,25932,White Bear Lake,Minnesota,MN
2976,748.71748574,722,White,Georgia,GA
16186,562.10957848,491,White,South Dakota,SD
12457,860.35100775,706,Whitakers,North Carolina,NC
15571,4161.5206137,1233,Whitaker,Pennsylvania,PA
12456,927.62949462,3335,Whispering Pines,North Carolina,NC
2975,458.47765577,538,Whigham,Georgia,GA
1183,367.4202407,86,Whelen Springs,Arkansas,AR
7023,289.22819354,510,Wheelwright,Kentucky,KY
4451,4483.0975274,38878,Wheeling,Illinois,IL
18785,1943.4342055,26771,Wheeling,West Virginia,WV
10187,813.63719502,261,Wheeling,Missouri,MO
17724,984.67053863,1507,Wheeler,Texas,TX
14587,848.79111481,437,Wheeler,Oregon,OR
19370,417.8256635,343,Wheeler,Wisconsin,WI
4450,257.02957141,148,Wheeler,Illinois,IL
10186,1363.6165777,693,Wheaton,Missouri,MO
6608,745.89397732,110,Wheaton,Kansas,KS
8939,753.04457377,1308,Wheaton,Minnesota,MN
4449,4702.3909156,53150,Wheaton,Illinois,IL
1182,99.559799784,306,Wheatley,Arkansas,AR
19491,866.94416271,3553,Wheatland,Wyoming,WY
15570,676.99017431,591,Wheatland,Pennsylvania,PA
5035,1147.5194404,470,Wheatland,Indiana,IN
1667,478.83454845,3889,Wheatland,California,CA
10185,605.42915905,367,Wheatland,Missouri,MO
5977,1185.2576556,717,Wheatland,Iowa,IA
5034,1531.3913289,854,Wheatfield,Indiana,IN
7022,622.86336458,153,Wheatcroft,Kentucky,KY
1945,3361.4012089,31400,Wheat Ridge,Colorado,CO
5976,510.03307391,624,What Cheer,Iowa,IA
17723,1156.1561939,8654,Wharton,Texas,TX
11212,3122.546328,6457,Wharton,New Jersey,NJ
13730,272.15435978,342,Wharton,Ohio,OH
606,1.5612221044,31,Whale Pass,Alaska,AK
8938,153.34776571,66,Whalan,Minnesota,MN
7580,3442.4523076,57719,Weymouth Town,Massachusetts,MA
19369,230.85539036,216,Weyerhaeuser,Wisconsin,WI
19368,1175.1543164,1804,Weyauwega,Wisconsin,WI
14340,678.01953886,3271,Wewoka,Oklahoma,OK
2442,312.99107518,2095,Wewahitchka,Florida,FL
451,757.04961504,8278,Wetumpka,Alabama,AL
14339,634.39531758,1207,Wetumka,Oklahoma,OK
16185,32.476542173,8,Wetonka,South Dakota,SD
6607,936.53422994,362,Wetmore,Kansas,KS
17722,1298.4245515,2692,Westworth Village,Texas,TX
6606,6165.7811158,394,Westwood Hills,Kansas,KS
7021,5473.5116664,662,Westwood,Kentucky,KY
6605,4021.8753041,1654,Westwood,Kansas,KS
11211,4939.0014338,11155,Westwood,New Jersey,NJ
5975,728.71231585,111,Westwood,Iowa,IA
10184,457.85512877,279,Westwood,Missouri,MO
7340,2704.7441854,8428,Westwego,Louisiana,LA
4448,1781.4982267,2990,Westville,Illinois,IL
2441,38.800618737,280,Westville,Florida,FL
14338,1278.9311358,1552,Westville,Oklahoma,OK
11209,4068.9871097,4163,Westville,New Jersey,NJ
5033,1825.6521004,5635,Westville,Indiana,IN
5973,200.47493402,295,Westside,Iowa,IA
8935,227.85918413,60,Westport,Minnesota,MN
5031,1089.5632196,1438,Westport,Indiana,IN
14336,66.424795804,297,Westport,Oklahoma,OK
16184,574.50129146,135,Westport,South Dakota,SD
18547,563.75009405,2080,Westport,Washington,WA
6604,811.19928254,161,Westphalia,Kansas,KS
10181,719.03537271,382,Westphalia,Missouri,MO
5971,1256.7266728,120,Westphalia,Iowa,IA
8100,853.22013325,936,Westphalia,Michigan,MI
17719,957.96676154,679,Westover Hills,Texas,TX
18783,2806.0174044,4217,Westover,West Virginia,WV
449,91.044656282,1733,Westover,Alabama,AL
15563,140.19489848,378,Westover,Pennsylvania,PA
17717,1440.8591077,3820,Weston Lakes,Texas,TX
13725,1445.1476485,1647,Weston,Ohio,OH
3190,243.66555302,463,Weston,Idaho,ID
17716,119.70745295,537,Weston,Texas,TX
14586,957.3444898,650,Weston,Oregon,OR
2438,2894.3778636,71210,Weston,Florida,FL
19366,700.46291025,15143,Weston,Wisconsin,WI
18782,2011.4805383,3910,Weston,West Virginia,WV
10180,539.87501993,1808,Weston,Missouri,MO
10850,1474.7422153,329,Weston,Nebraska,NE
1665,3846.9514112,2270,Westmorland,California,CA
6603,1457.7692458,757,Westmoreland,Kansas,KS
16533,579.24491393,2421,Westmoreland,Tennessee,TN
15561,2023.1246563,4750,Westmont,Pennsylvania,PA
4444,4930.1994955,24647,Westmont,Illinois,IL
1944,3593.3109821,113479,Westminster,Colorado,CO
7526,2802.8600179,18648,Westminster,Maryland,MD
1664,9056.238465,90938,Westminster,California,CA
18051,200.21064703,273,Westminster,Vermont,VT
15875,741.33366628,2555,Westminster,South Carolina,SC
8099,3999.6701179,81720,Westland,Michigan,MI
1663,1610.8818086,8352,Westlake Village,California,CA
17714,232.20439504,1558,Westlake,Texas,TX
2435,21.522189648,137,Westlake,Florida,FL
13718,2023.8844259,32233,Westlake,Ohio,OH
7338,1322.9963451,4911,Westlake,Louisiana,LA
12821,1239.7331277,401,Westhope,North Dakota,ND
11907,614.11571669,1800,Westhampton Beach,New York,NY
5968,560.19521983,199,Westgate,Iowa,IA
14584,842.2890586,265,Westfir,Oregon,OR
13715,555.01019171,1171,Westfield Center,Ohio,OH
11206,4443.8485663,29881,Westfield,New Jersey,NJ
15550,930.93481189,1038,Westfield,Pennsylvania,PA
5967,1016.607709,130,Westfield,Iowa,IA
11906,786.43598644,3006,Westfield,New York,NY
4442,560.16753096,561,Westfield,Illinois,IL
5027,1366.3770852,41528,Westfield,Indiana,IN
7578,901.13191067,41680,Westfield,Massachusetts,MA
19364,802.96700385,1254,Westfield,Wisconsin,WI
13713,3204.4886728,40387,Westerville,Ohio,OH
7525,1987.1131276,1746,Westernport,Maryland,MD
4441,4806.3400728,13404,Western Springs,Illinois,IL
1178,333.53410256,359,Western Grove,Arkansas,AR
10849,478.99924912,233,Western,Nebraska,NE
1943,501.97331633,620,Westcliffe,Colorado,CO
4437,4416.6852153,16279,Westchester,Illinois,IL
19363,831.86182029,2234,Westby,Wisconsin,WI
10330,298.80105726,168,Westby,Montana,MT
11904,6551.5455085,15354,Westbury,New York,NY
17712,583.39365749,246,Westbrook,Texas,TX
7372,1103.9249241,18974,Westbrook,Maine,ME
8933,1071.6744109,710,Westbrook,Minnesota,MN
10178,505.58701865,128,Westboro,Missouri,MO
15569,8728.531565,4584,West York,Pennsylvania,PA
10331,1752.5581451,1382,West Yellowstone,Montana,MT
15568,740.21848303,2679,West Wyoming,Pennsylvania,PA
11910,938.30403234,855,West Winfield,New York,NY
11210,1950.652804,558,West Wildwood,New Jersey,NJ
10884,570.34614934,4265,West Wendover,Nevada,NV
15567,6492.0121509,6555,West View,Pennsylvania,PA
18007,3846.082195,136401,West Valley City,Utah,UT
17721,7822.0703856,15676,West University Place,Texas,TX
13729,1087.3187327,1666,West Unity,Ohio,OH
13728,1117.3123675,3163,West Union,Ohio,OH
5974,840.70077108,2334,West Union,Iowa,IA
18784,2265.1183913,816,West Union,West Virginia,WV
15877,407.47558701,323,West Union,South Carolina,SC
8937,292.04989861,124,West Union,Minnesota,MN
5032,2937.1570395,2211,West Terre Haute,Indiana,IN
17720,689.18299424,1943,West Tawakoni,Texas,TX
15566,1653.2669377,182,West Sunbury,Pennsylvania,PA
10183,313.0545298,114,West Sullivan,Missouri,MO
8936,4009.2829118,19678,West St. Paul,Minnesota,MN
7579,1718.362523,28747,West Springfield Town,Massachusetts,MA
14337,246.31640308,867,West Siloam Springs,Oklahoma,OK
4447,543.72717802,853,West Salem,Illinois,IL
19367,1511.245908,5057,West Salem,Wisconsin,WI
13727,1348.8534244,1474,West Salem,Ohio,OH
1666,2502.4410363,53727,West Sacramento,California,CA
13726,2082.1203008,135,West Rushville,Ohio,OH
18548,675.40085515,14928,West Richland,Washington,WA
15565,7105.2150231,4223,West Reading,Pennsylvania,PA
1181,418.68391463,180,West Point,Arkansas,AR
7020,329.10074955,877,West Point,Kentucky,KY
10851,1198.0915261,3315,West Point,Nebraska,NE
9261,503.72819642,10520,West Point,Mississippi,MS
18274,645.68399616,3261,West Point,Virginia,VA
18006,1511.4313814,10753,West Point,Utah,UT
2974,320.04955696,3743,West Point,Georgia,GA
5972,1489.4203347,941,West Point,Iowa,IA
450,177.10093541,604,West Point,Alabama,AL
4446,994.72884412,167,West Point,Illinois,IL
10182,923.8510624,12257,West Plains,Missouri,MO
15564,5794.5031188,4751,West Pittston,Pennsylvania,PA
4445,2153.4782461,4508,West Peoria,Illinois,IL
15876,1825.1548982,940,West Pelzer,South Carolina,SC
2440,6875.2329323,15113,West Park,Florida,FL
2439,2031.118758,111398,West Palm Beach,Florida,FL
17718,974.75295665,3315,West Orange,Texas,TX
5970,230.6727371,294,West Okoboji,Iowa,IA
15562,2406.4158761,2496,West Newton,Pennsylvania,PA
11208,53295.41087,52990,West New York,New Jersey,NJ
7339,1549.4544727,12431,West Monroe,Louisiana,LA
6602,510.88735494,172,West Mineral,Kansas,KS
19365,3684.8661452,4122,West Milwaukee,Wisconsin,WI
13724,1478.0615566,4795,West Milton,Ohio,OH
13723,676.95512538,176,West Millgrove,Ohio,OH
18781,1140.424181,606,West Milford,West Virginia,WV
15560,1386.9052446,19703,West Mifflin,Pennsylvania,PA
15559,330.11177397,134,West Middletown,Pennsylvania,PA
15558,961.71133865,813,West Middlesex,Pennsylvania,PA
2437,11357.548755,8052,West Miami,Florida,FL
1180,853.54823278,24636,West Memphis,Arkansas,AR
2436,2205.2204363,23372,West Melbourne,Florida,FL
15557,1469.1984159,1168,West Mayfield,Pennsylvania,PA
13722,805.32365973,672,West Mansfield,Ohio,OH
13721,1647.5984585,448,West Manchester,Ohio,OH
11207,2769.2718276,7909,West Long Branch,New Jersey,NJ
18780,1090.2006893,368,West Logan,West Virginia,WV
14585,3611.7569596,26756,West Linn,Oregon,OR
10179,222.58897389,101,West Line,Missouri,MO
13720,1588.8461122,1788,West Liberty,Ohio,OH
15556,86.018295215,331,West Liberty,Pennsylvania,PA
18779,1336.4595113,1459,West Liberty,West Virginia,WV
5969,2179.9906051,3794,West Liberty,Iowa,IA
7019,720.23054841,3532,West Liberty,Kentucky,KY
13719,762.57923748,190,West Leipsic,Ohio,OH
15555,1288.0297384,1230,West Leechburg,Pennsylvania,PA
5030,1122.7431096,691,West Lebanon,Indiana,IN
17715,916.95146482,3318,West Lake Hills,Texas,TX
5029,3557.1570417,48308,West Lafayette,Indiana,IN
13717,2681.555224,2312,West Lafayette,Ohio,OH
15554,2573.9701117,1103,West Kittanning,Pennsylvania,PA
18005,3590.1364949,116046,West Jordan,Utah,UT
12455,606.13411702,1313,West Jefferson,North Carolina,NC
448,236.0809622,424,West Jefferson,Alabama,AL
13716,585.71844345,4411,West Jefferson,Ohio,OH
15553,2040.2915796,1881,West Homestead,Pennsylvania,PA
1662,19524.37683,36854,West Hollywood,California,CA
15552,2987.0070764,4477,West Hazleton,Pennsylvania,PA
11909,6720.6047843,10221,West Haverstraw,New York,NY
18004,1456.7823513,15239,West Haven,Utah,UT
1983,5104.9700836,54879,West Haven,Connecticut,CT
5028,1267.4075174,280,West Harrison,Indiana,IN
11908,176.09857439,58,West Hampton Dunes,New York,NY
18778,1363.5261741,728,West Hamlin,West Virginia,WV
15551,4373.9027487,2847,West Grove,Pennsylvania,PA
4443,1583.5682782,7882,West Frankfort,Illinois,IL
1179,730.72904926,2635,West Fork,Arkansas,AR
13714,542.87359387,491,West Farmington,Ohio,OH
12820,2287.2053799,36566,West Fargo,North Dakota,ND
13712,323.94646729,189,West Elkton,Ohio,OH
15549,2713.8204495,495,West Elizabeth,Pennsylvania,PA
15548,4100.6734955,1252,West Easton,Pennsylvania,PA
4440,2217.6136613,8258,West Dundee,Illinois,IL
5966,1415.0859725,66641,West Des Moines,Iowa,IA
1661,6627.3527962,106311,West Covina,California,CA
15547,1683.9042355,1422,West Conshohocken,Pennsylvania,PA
8934,711.03616094,770,West Concord,Minnesota,MN
17713,1548.8178418,3883,West Columbia,Texas,TX
15874,2047.0583981,17821,West Columbia,South Carolina,SC
5026,2356.5678899,629,West College Corner,Indiana,IN
4439,399.26942563,642,West City,Illinois,IL
4438,1760.2496583,27045,West Chicago,Illinois,IL
5965,588.31417351,149,West Chester,Iowa,IA
15546,10858.932061,20048,West Chester,Pennsylvania,PA
11905,1505.679055,1964,West Carthage,New York,NY
13711,1999.3972615,12914,West Carrollton,Ohio,OH
11205,855.68555,1004,West Cape May,New Jersey,NJ
5964,602.09957589,2895,West Burlington,Iowa,IA
18050,697.94515021,331,West Burke,Vermont,VT
7018,2000.3699609,1279,West Buechel,Kentucky,KY
15545,742.95077689,965,West Brownsville,Pennsylvania,PA
4436,1245.6413164,133,West Brooklyn,Illinois,IL
5963,998.18180212,2426,West Branch,Iowa,IA
8098,1343.6047986,2057,West Branch,Michigan,MI
18003,1761.9990822,5731,West Bountiful,Utah,UT
447,258.2186213,1239,West Blocton,Alabama,AL
5962,843.82717323,747,West Bend,Iowa,IA
19362,2095.6529287,31590,West Bend,Wisconsin,WI
19361,1198.9961661,1427,West Baraboo,Wisconsin,WI
5025,513.43528205,559,West Baden Springs,Indiana,IN
10177,18.408642648,530,West Alton,Missouri,MO
19360,5227.1814232,59492,West Allis,Wisconsin,WI
13710,1542.0422621,1331,West Alexandria,Ohio,OH
17711,1741.1590942,2892,West,Texas,TX
9260,283.40675866,158,West,Mississippi,MS
9259,422.33041567,1880,Wesson,Mississippi,MS
16183,515.13836006,928,Wessington Springs,South Dakota,SD
16182,476.50366118,180,Wessington,South Dakota,SD
15544,5933.5219662,3144,Wesleyville,Pennsylvania,PA
11903,1754.4607954,5882,Wesley Hills,New York,NY
12454,932.45828673,8984,Wesley Chapel,North Carolina,NC
5961,591.93492408,369,Wesley,Iowa,IA
17710,2340.6965155,41171,Weslaco,Texas,TX
15543,3677.263856,2762,Wernersville,Pennsylvania,PA
10176,2036.3830424,41164,Wentzville,Missouri,MO
16181,775.74732867,197,Wentworth,South Dakota,SD
12453,190.38411228,2702,Wentworth,North Carolina,NC
10175,788.24161801,145,Wentworth,Missouri,MO
4435,23.147899034,35,Wenonah,Illinois,IL
11204,2231.7248507,2222,Wenonah,New Jersey,NJ
4434,1289.6631212,951,Wenona,Illinois,IL
18002,164.55097574,1469,Wendover,Utah,UT
8932,165.03430473,164,Wendell,Minnesota,MN
12452,1478.0530141,7809,Wendell,North Carolina,NC
3189,1930.4533965,2715,Wendell,Idaho,ID
18546,3440.1736766,34329,Wenatchee,Washington,WA
5960,550.14037092,151,Welton,Iowa,IA
7337,514.19876092,3251,Welsh,Louisiana,LA
693,104.98998519,3030,Wellton,Arizona,AZ
15542,1775.2279759,255,Wellsville,Pennsylvania,PA
13709,1847.9836985,3330,Wellsville,Ohio,OH
6601,1279.1740756,1801,Wellsville,Kansas,KS
18001,529.48417382,3849,Wellsville,Utah,UT
11902,1814.6322354,4399,Wellsville,New York,NY
10174,749.65149516,1152,Wellsville,Missouri,MO
10173,2488.056911,2292,Wellston,Missouri,MO
14335,585.45703637,784,Wellston,Oklahoma,OK
13708,790.56036628,5508,Wellston,Ohio,OH
5959,633.75607838,692,Wellsburg,Iowa,IA
18777,2637.939955,2559,Wellsburg,West Virginia,WV
11901,950.53247328,540,Wellsburg,New York,NY
15541,660.68708007,3239,Wellsboro,Pennsylvania,PA
18049,205.64250736,386,Wells River,Vermont,VT
10883,180.48035712,1246,Wells,Nevada,NV
8931,1118.710407,2187,Wells,Minnesota,MN
17709,424.51090086,813,Wells,Texas,TX
5958,1326.4153477,1408,Wellman,Iowa,IA
17708,585.67915393,199,Wellman,Texas,TX
17707,1543.4756085,2105,Wellington,Texas,TX
7017,6349.6225293,579,Wellington,Kentucky,KY
2434,1439.5763615,65200,Wellington,Florida,FL
1942,2916.5289291,9994,Wellington,Colorado,CO
18000,313.4480032,1603,Wellington,Utah,UT
6600,1058.4531496,7748,Wellington,Kansas,KS
13707,1354.5761944,4914,Wellington,Ohio,OH
10172,733.17940909,797,Wellington,Missouri,MO
4433,797.38655735,219,Wellington,Illinois,IL
15873,619.32720211,2664,Wellford,South Carolina,SC
10848,280.59021721,76,Wellfleet,Nebraska,NE
15540,212.29339018,172,Wellersburg,Pennsylvania,PA
14334,1418.8325805,968,Weleetka,Oklahoma,OK
10171,1023.4528417,91,Weldon Spring Heights,Missouri,MO
10170,727.74864153,5567,Weldon Spring,Missouri,MO
1177,282.5633553,69,Weldon,Arkansas,AR
4432,1547.115814,413,Weldon,Illinois,IL
12451,523.28552313,1490,Weldon,North Carolina,NC
5957,633.98080488,115,Weldon,Iowa,IA
8930,445.86975177,649,Welcome,Minnesota,MN
18776,284.06641014,1715,Welch,West Virginia,WV
14333,1344.1336078,589,Welch,Oklahoma,OK
2433,484.39131943,712,Welaka,Florida,FL
15539,2945.9775597,398,Weissport,Pennsylvania,PA
3188,1804.8900219,5381,Weiser,Idaho,ID
18775,1021.8409007,18449,Weirton,West Virginia,WV
17706,333.87488096,529,Weir,Texas,TX
6599,668.02491427,639,Weir,Kansas,KS
9258,420.41723734,442,Weir,Mississippi,MS
3187,1117.548151,446,Weippe,Idaho,ID
17705,351.70574482,170,Weinert,Texas,TX
1176,500.58033596,683,Weiner,Arkansas,AR
17704,941.67194019,2177,Weimar,Texas,TX
10847,1127.9674537,1091,Weeping Water,Nebraska,NE
2432,12.93942423,13,Weeki Wachee,Florida,FL
11900,1764.9896221,1722,Weedsport,New York,NY
1660,565.50568217,2704,Weed,California,CA
446,228.1141731,797,Wedowee,Alabama,AL
12450,626.01569648,10949,Weddington,North Carolina,NC
